subj,item,prime.condition,boost.condition,response,simulation
11,22,PO,different verb,DO,simulation: 10
43,17,PO,different verb,DO,simulation: 10
36,29,DO,same verb,PO,simulation: 10
32,4,DO,different verb,DO,simulation: 10
10,7,PO,same verb,PO,simulation: 10
10,16,PO,same verb,PO,simulation: 10
5,23,PO,different verb,PO,simulation: 10
3,3,PO,same verb,PO,simulation: 10
19,20,DO,same verb,DO,simulation: 10
3,25,DO,same verb,PO,simulation: 10
8,15,DO,same verb,PO,simulation: 10
1,11,PO,different verb,PO,simulation: 10
34,11,PO,same verb,PO,simulation: 10
20,12,DO,same verb,DO,simulation: 10
29,23,PO,different verb,PO,simulation: 10
25,4,PO,same verb,DO,simulation: 10
40,15,DO,same verb,DO,simulation: 10
18,3,PO,same verb,DO,simulation: 10
30,3,DO,different verb,DO,simulation: 10
46,11,PO,same verb,PO,simulation: 10
21,20,PO,same verb,DO,simulation: 10
9,22,DO,different verb,PO,simulation: 10
2,4,DO,different verb,PO,simulation: 10
29,14,PO,same verb,DO,simulation: 10
34,25,PO,different verb,PO,simulation: 10
18,21,DO,same verb,DO,simulation: 10
16,8,DO,same verb,PO,simulation: 10
36,15,DO,different verb,DO,simulation: 10
19,4,PO,different verb,DO,simulation: 10
16,31,PO,same verb,DO,simulation: 10
7,29,DO,same verb,PO,simulation: 10
30,29,DO,same verb,PO,simulation: 10
19,6,PO,different verb,DO,simulation: 10
9,17,DO,different verb,PO,simulation: 10
3,8,DO,different verb,PO,simulation: 10
18,8,PO,same verb,PO,simulation: 10
9,24,PO,different verb,PO,simulation: 10
27,2,PO,same verb,PO,simulation: 10
33,7,PO,same verb,PO,simulation: 10
47,5,PO,different verb,PO,simulation: 10
18,27,DO,different verb,DO,simulation: 10
14,29,DO,different verb,DO,simulation: 10
13,32,PO,same verb,PO,simulation: 10
23,20,DO,same verb,PO,simulation: 10
34,18,PO,same verb,PO,simulation: 10
43,2,PO,same verb,DO,simulation: 10
39,11,PO,different verb,PO,simulation: 10
35,3,DO,same verb,PO,simulation: 10
5,13,DO,different verb,PO,simulation: 10
30,9,DO,same verb,PO,simulation: 10
9,3,PO,different verb,PO,simulation: 10
32,17,DO,same verb,DO,simulation: 10
19,13,DO,same verb,PO,simulation: 10
23,30,DO,same verb,DO,simulation: 10
16,32,DO,different verb,PO,simulation: 10
10,9,DO,same verb,PO,simulation: 10
1,19,DO,different verb,DO,simulation: 10
43,24,DO,same verb,PO,simulation: 10
21,23,DO,different verb,DO,simulation: 10
51,8,PO,same verb,PO,simulation: 10
50,26,PO,same verb,DO,simulation: 10
4,26,PO,different verb,PO,simulation: 10
3,10,DO,different verb,DO,simulation: 10
45,21,DO,different verb,DO,simulation: 10
14,14,PO,same verb,DO,simulation: 10
18,22,PO,different verb,DO,simulation: 10
43,28,PO,different verb,PO,simulation: 10
35,12,PO,different verb,PO,simulation: 10
26,10,PO,different verb,PO,simulation: 10
32,32,PO,same verb,PO,simulation: 10
46,2,DO,different verb,DO,simulation: 10
2,31,PO,different verb,DO,simulation: 10
18,20,PO,different verb,DO,simulation: 10
49,9,DO,different verb,PO,simulation: 10
17,26,PO,different verb,PO,simulation: 10
53,9,PO,different verb,PO,simulation: 10
48,14,DO,different verb,PO,simulation: 10
42,23,PO,different verb,PO,simulation: 10
20,28,DO,same verb,PO,simulation: 10
36,24,DO,same verb,PO,simulation: 10
20,8,PO,different verb,PO,simulation: 10
5,25,PO,different verb,DO,simulation: 10
19,14,DO,different verb,DO,simulation: 10
45,26,DO,same verb,DO,simulation: 10
53,4,PO,same verb,DO,simulation: 10
6,31,DO,same verb,DO,simulation: 10
51,6,DO,different verb,DO,simulation: 10
14,12,DO,same verb,DO,simulation: 10
20,4,DO,different verb,DO,simulation: 10
41,12,DO,same verb,DO,simulation: 10
15,12,PO,same verb,DO,simulation: 10
33,29,DO,same verb,PO,simulation: 10
43,29,DO,different verb,PO,simulation: 10
46,25,PO,same verb,PO,simulation: 10
17,4,DO,different verb,PO,simulation: 10
48,30,DO,same verb,DO,simulation: 10
50,14,PO,same verb,DO,simulation: 10
28,15,PO,different verb,DO,simulation: 10
19,30,DO,different verb,PO,simulation: 10
6,24,DO,different verb,PO,simulation: 10
50,32,DO,different verb,PO,simulation: 10
49,21,PO,same verb,PO,simulation: 10
35,11,PO,same verb,PO,simulation: 10
30,31,DO,different verb,DO,simulation: 10
38,7,PO,different verb,PO,simulation: 10
35,10,PO,same verb,PO,simulation: 10
50,25,DO,same verb,DO,simulation: 10
50,21,PO,same verb,PO,simulation: 10
30,18,PO,different verb,PO,simulation: 10
18,7,DO,same verb,DO,simulation: 10
19,11,PO,same verb,PO,simulation: 10
13,4,PO,same verb,DO,simulation: 10
51,2,PO,same verb,DO,simulation: 10
49,32,DO,different verb,PO,simulation: 10
47,11,PO,same verb,DO,simulation: 10
26,14,PO,different verb,DO,simulation: 10
4,4,PO,same verb,PO,simulation: 10
19,16,PO,different verb,DO,simulation: 10
45,17,DO,different verb,DO,simulation: 10
28,30,DO,same verb,PO,simulation: 10
25,23,PO,different verb,DO,simulation: 10
39,17,PO,different verb,PO,simulation: 10
52,26,PO,same verb,PO,simulation: 10
11,23,DO,same verb,PO,simulation: 10
41,31,DO,same verb,DO,simulation: 10
17,17,DO,same verb,PO,simulation: 10
47,18,PO,same verb,PO,simulation: 10
11,5,PO,same verb,PO,simulation: 10
21,18,DO,same verb,PO,simulation: 10
45,22,DO,same verb,DO,simulation: 10
52,9,PO,same verb,DO,simulation: 10
35,31,PO,same verb,PO,simulation: 10
40,9,DO,different verb,PO,simulation: 10
36,3,DO,different verb,DO,simulation: 10
54,24,PO,different verb,PO,simulation: 10
43,3,DO,different verb,PO,simulation: 10
23,26,DO,same verb,PO,simulation: 10
7,8,DO,same verb,PO,simulation: 10
49,27,DO,different verb,PO,simulation: 10
8,2,PO,same verb,DO,simulation: 10
36,25,PO,different verb,PO,simulation: 10
22,11,DO,same verb,PO,simulation: 10
5,4,PO,same verb,PO,simulation: 10
22,25,PO,same verb,PO,simulation: 10
12,5,PO,different verb,PO,simulation: 10
44,19,DO,same verb,PO,simulation: 10
50,13,PO,different verb,PO,simulation: 10
14,32,DO,same verb,DO,simulation: 10
31,24,DO,same verb,PO,simulation: 10
7,5,DO,same verb,PO,simulation: 10
40,29,PO,different verb,PO,simulation: 10
10,23,PO,same verb,PO,simulation: 10
11,11,PO,different verb,PO,simulation: 10
6,7,DO,different verb,PO,simulation: 11
29,21,DO,same verb,PO,simulation: 11
25,10,PO,different verb,PO,simulation: 11
42,10,PO,same verb,PO,simulation: 11
9,21,DO,same verb,PO,simulation: 11
3,25,DO,same verb,DO,simulation: 11
20,29,PO,same verb,PO,simulation: 11
23,21,PO,different verb,PO,simulation: 11
43,13,DO,same verb,DO,simulation: 11
24,11,DO,same verb,DO,simulation: 11
39,2,PO,same verb,DO,simulation: 11
27,25,PO,different verb,PO,simulation: 11
7,9,PO,different verb,DO,simulation: 11
32,2,DO,same verb,DO,simulation: 11
8,13,PO,same verb,PO,simulation: 11
24,13,PO,same verb,DO,simulation: 11
14,20,PO,same verb,DO,simulation: 11
42,17,DO,different verb,PO,simulation: 11
8,15,PO,same verb,DO,simulation: 11
1,24,DO,same verb,DO,simulation: 11
26,27,DO,different verb,PO,simulation: 11
27,12,DO,same verb,PO,simulation: 11
36,22,PO,different verb,PO,simulation: 11
13,17,PO,different verb,PO,simulation: 11
38,16,DO,different verb,DO,simulation: 11
10,25,PO,different verb,DO,simulation: 11
39,32,PO,different verb,DO,simulation: 11
46,25,PO,different verb,PO,simulation: 11
32,15,PO,same verb,DO,simulation: 11
10,19,DO,same verb,PO,simulation: 11
19,22,PO,same verb,PO,simulation: 11
15,29,PO,same verb,DO,simulation: 11
15,3,DO,different verb,DO,simulation: 11
52,14,PO,same verb,PO,simulation: 11
17,30,PO,different verb,PO,simulation: 11
52,1,DO,different verb,DO,simulation: 11
14,25,DO,same verb,DO,simulation: 11
42,7,DO,same verb,PO,simulation: 11
5,26,PO,same verb,DO,simulation: 11
18,17,DO,same verb,PO,simulation: 11
46,8,DO,different verb,DO,simulation: 11
30,22,PO,different verb,PO,simulation: 11
36,12,DO,same verb,DO,simulation: 11
17,7,DO,same verb,PO,simulation: 11
44,15,PO,same verb,DO,simulation: 11
23,7,PO,different verb,PO,simulation: 11
7,4,DO,same verb,PO,simulation: 11
41,15,DO,different verb,DO,simulation: 11
37,24,PO,same verb,DO,simulation: 11
7,18,DO,same verb,DO,simulation: 11
10,4,PO,different verb,PO,simulation: 11
26,17,DO,same verb,DO,simulation: 11
5,28,PO,same verb,DO,simulation: 11
39,19,PO,different verb,PO,simulation: 11
49,28,DO,different verb,PO,simulation: 11
34,18,PO,different verb,PO,simulation: 11
26,20,DO,same verb,DO,simulation: 11
8,4,DO,different verb,DO,simulation: 11
28,27,DO,same verb,DO,simulation: 11
26,23,PO,same verb,DO,simulation: 11
18,11,PO,different verb,DO,simulation: 11
3,13,DO,same verb,DO,simulation: 11
51,24,DO,same verb,PO,simulation: 11
3,15,PO,different verb,PO,simulation: 11
5,14,DO,different verb,DO,simulation: 11
52,24,DO,same verb,DO,simulation: 11
23,17,DO,same verb,PO,simulation: 11
35,21,PO,same verb,PO,simulation: 11
7,15,PO,same verb,PO,simulation: 11
6,4,PO,same verb,PO,simulation: 11
50,3,DO,different verb,DO,simulation: 11
42,2,PO,same verb,PO,simulation: 11
11,19,PO,different verb,PO,simulation: 11
27,30,PO,same verb,PO,simulation: 11
30,16,DO,different verb,PO,simulation: 11
37,26,DO,same verb,DO,simulation: 11
7,22,DO,same verb,PO,simulation: 11
29,15,PO,same verb,DO,simulation: 11
8,29,PO,different verb,PO,simulation: 11
29,1,DO,same verb,PO,simulation: 11
1,1,DO,same verb,DO,simulation: 11
16,32,DO,different verb,DO,simulation: 11
50,18,DO,same verb,DO,simulation: 11
35,24,PO,different verb,DO,simulation: 11
52,9,DO,different verb,PO,simulation: 11
52,3,PO,same verb,DO,simulation: 11
8,11,PO,different verb,DO,simulation: 11
2,31,DO,different verb,DO,simulation: 11
11,15,PO,different verb,DO,simulation: 11
1,25,DO,same verb,PO,simulation: 11
16,17,DO,same verb,PO,simulation: 11
37,9,PO,same verb,DO,simulation: 11
16,20,PO,different verb,DO,simulation: 11
37,7,PO,different verb,PO,simulation: 11
8,9,DO,different verb,DO,simulation: 11
43,19,PO,different verb,PO,simulation: 11
5,11,PO,same verb,DO,simulation: 11
31,9,PO,different verb,DO,simulation: 11
33,8,DO,different verb,DO,simulation: 11
21,27,DO,same verb,PO,simulation: 11
50,6,DO,same verb,DO,simulation: 11
35,7,DO,same verb,PO,simulation: 11
29,14,DO,different verb,PO,simulation: 11
53,24,DO,different verb,DO,simulation: 11
36,27,PO,different verb,DO,simulation: 11
34,31,DO,same verb,DO,simulation: 11
11,21,PO,different verb,DO,simulation: 11
22,26,PO,different verb,DO,simulation: 11
34,16,PO,same verb,PO,simulation: 11
29,24,PO,different verb,PO,simulation: 11
21,3,PO,different verb,DO,simulation: 11
24,4,DO,different verb,PO,simulation: 11
9,5,DO,different verb,PO,simulation: 11
48,13,DO,same verb,DO,simulation: 11
2,8,DO,different verb,PO,simulation: 11
10,9,PO,different verb,PO,simulation: 11
13,27,DO,different verb,PO,simulation: 11
40,3,PO,same verb,PO,simulation: 11
23,31,DO,different verb,PO,simulation: 11
31,6,DO,same verb,DO,simulation: 11
29,3,PO,same verb,DO,simulation: 11
20,20,PO,same verb,PO,simulation: 11
23,23,PO,different verb,DO,simulation: 11
37,32,DO,different verb,PO,simulation: 11
22,30,DO,same verb,PO,simulation: 11
18,26,PO,different verb,DO,simulation: 11
22,23,PO,same verb,DO,simulation: 11
26,8,PO,same verb,DO,simulation: 11
10,22,PO,same verb,PO,simulation: 11
24,16,PO,same verb,DO,simulation: 11
46,19,PO,different verb,PO,simulation: 11
48,19,PO,same verb,PO,simulation: 11
27,13,DO,same verb,PO,simulation: 11
35,29,DO,same verb,PO,simulation: 11
39,6,PO,same verb,DO,simulation: 11
38,1,PO,same verb,DO,simulation: 11
26,26,DO,different verb,DO,simulation: 11
11,3,PO,same verb,DO,simulation: 11
11,22,DO,same verb,DO,simulation: 11
12,3,PO,same verb,PO,simulation: 11
2,1,DO,same verb,DO,simulation: 11
53,29,DO,same verb,DO,simulation: 11
45,6,DO,same verb,DO,simulation: 11
31,19,PO,same verb,PO,simulation: 11
8,25,DO,different verb,DO,simulation: 11
3,23,PO,different verb,DO,simulation: 11
32,14,DO,same verb,DO,simulation: 11
4,13,DO,different verb,DO,simulation: 11
24,1,DO,same verb,DO,simulation: 11
11,13,DO,same verb,PO,simulation: 11
50,24,DO,different verb,DO,simulation: 11
38,9,DO,same verb,DO,simulation: 11
4,23,DO,different verb,DO,simulation: 11
37,28,DO,same verb,DO,simulation: 11
42,18,DO,different verb,PO,simulation: 11
31,18,PO,different verb,PO,simulation: 11
47,9,DO,same verb,DO,simulation: 11
2,16,PO,different verb,PO,simulation: 11
48,22,PO,different verb,PO,simulation: 11
22,22,DO,different verb,PO,simulation: 11
44,23,DO,different verb,DO,simulation: 11
7,25,DO,different verb,PO,simulation: 11
38,21,PO,same verb,DO,simulation: 11
5,9,DO,different verb,DO,simulation: 11
13,21,DO,same verb,DO,simulation: 11
21,17,DO,same verb,PO,simulation: 11
16,30,PO,different verb,DO,simulation: 11
3,30,DO,different verb,DO,simulation: 11
6,22,DO,same verb,DO,simulation: 11
21,20,PO,different verb,DO,simulation: 11
37,13,PO,same verb,PO,simulation: 11
48,14,DO,different verb,PO,simulation: 11
9,15,PO,same verb,DO,simulation: 11
7,23,PO,same verb,DO,simulation: 11
7,7,DO,different verb,PO,simulation: 11
25,20,PO,different verb,PO,simulation: 11
53,23,DO,same verb,DO,simulation: 11
21,21,PO,different verb,DO,simulation: 11
30,15,DO,different verb,DO,simulation: 11
10,23,DO,different verb,DO,simulation: 11
17,18,PO,different verb,DO,simulation: 11
44,2,PO,same verb,PO,simulation: 11
37,18,DO,same verb,PO,simulation: 11
26,3,DO,different verb,DO,simulation: 11
12,8,PO,same verb,DO,simulation: 11
51,18,PO,different verb,PO,simulation: 11
36,25,DO,different verb,DO,simulation: 11
12,1,DO,different verb,DO,simulation: 11
18,10,PO,different verb,PO,simulation: 11
52,19,PO,same verb,PO,simulation: 11
25,8,DO,different verb,PO,simulation: 11
50,31,DO,same verb,DO,simulation: 11
19,14,PO,different verb,DO,simulation: 11
49,29,PO,different verb,PO,simulation: 11
27,4,PO,different verb,PO,simulation: 11
52,11,DO,different verb,DO,simulation: 11
4,21,DO,different verb,DO,simulation: 11
1,22,DO,different verb,PO,simulation: 11
43,28,DO,same verb,DO,simulation: 11
13,6,PO,different verb,DO,simulation: 11
52,7,PO,same verb,PO,simulation: 11
5,32,DO,same verb,PO,simulation: 11
17,31,DO,different verb,PO,simulation: 11
34,23,DO,same verb,PO,simulation: 11
32,24,PO,different verb,DO,simulation: 11
51,22,PO,same verb,PO,simulation: 11
54,3,PO,different verb,DO,simulation: 11
4,24,PO,same verb,DO,simulation: 11
9,29,PO,same verb,PO,simulation: 11
45,30,DO,same verb,DO,simulation: 11
53,8,DO,same verb,DO,simulation: 11
49,30,PO,different verb,PO,simulation: 11
1,9,DO,different verb,PO,simulation: 11
19,12,DO,same verb,DO,simulation: 11
34,19,PO,same verb,PO,simulation: 11
41,7,PO,same verb,DO,simulation: 11
2,26,DO,different verb,PO,simulation: 11
40,5,DO,same verb,DO,simulation: 11
5,30,PO,different verb,DO,simulation: 11
43,7,PO,different verb,PO,simulation: 11
35,12,DO,same verb,PO,simulation: 11
41,31,DO,same verb,DO,simulation: 11
4,9,DO,same verb,DO,simulation: 11
46,12,PO,same verb,DO,simulation: 11
28,8,PO,different verb,PO,simulation: 11
33,1,DO,different verb,DO,simulation: 11
7,6,DO,different verb,PO,simulation: 11
54,8,DO,same verb,DO,simulation: 11
20,21,DO,same verb,PO,simulation: 11
2,7,PO,different verb,PO,simulation: 11
27,31,DO,different verb,DO,simulation: 11
44,21,PO,same verb,PO,simulation: 11
51,12,DO,same verb,PO,simulation: 11
46,6,DO,different verb,PO,simulation: 11
16,1,DO,different verb,DO,simulation: 11
29,28,DO,same verb,PO,simulation: 11
48,29,PO,same verb,DO,simulation: 11
33,17,PO,same verb,PO,simulation: 11
17,11,PO,same verb,PO,simulation: 11
5,1,PO,different verb,DO,simulation: 11
16,6,DO,same verb,DO,simulation: 11
51,27,PO,same verb,PO,simulation: 11
3,24,PO,different verb,DO,simulation: 11
17,23,DO,same verb,PO,simulation: 11
43,20,DO,different verb,DO,simulation: 11
4,1,PO,same verb,DO,simulation: 11
3,6,DO,same verb,DO,simulation: 11
34,25,PO,different verb,DO,simulation: 11
33,23,PO,different verb,DO,simulation: 11
33,5,DO,same verb,DO,simulation: 11
52,10,PO,same verb,PO,simulation: 11
40,22,DO,same verb,PO,simulation: 11
7,1,PO,same verb,DO,simulation: 11
15,13,PO,different verb,PO,simulation: 11
20,32,PO,different verb,PO,simulation: 11
5,10,DO,different verb,DO,simulation: 11
23,4,DO,same verb,PO,simulation: 11
2,29,DO,different verb,PO,simulation: 11
35,4,PO,same verb,PO,simulation: 11
7,20,PO,different verb,DO,simulation: 11
19,3,DO,same verb,DO,simulation: 11
50,9,PO,different verb,DO,simulation: 11
7,24,PO,different verb,DO,simulation: 11
22,2,DO,different verb,PO,simulation: 11
14,32,DO,different verb,PO,simulation: 11
22,29,PO,different verb,PO,simulation: 11
38,23,DO,same verb,DO,simulation: 11
8,16,DO,same verb,DO,simulation: 11
18,6,PO,same verb,DO,simulation: 11
24,7,DO,same verb,PO,simulation: 11
35,15,PO,different verb,PO,simulation: 11
9,13,DO,different verb,PO,simulation: 11
18,18,PO,same verb,PO,simulation: 11
16,26,PO,same verb,DO,simulation: 11
23,6,PO,different verb,PO,simulation: 11
43,29,PO,same verb,DO,simulation: 11
36,18,DO,same verb,PO,simulation: 11
7,2,PO,different verb,PO,simulation: 11
20,28,PO,different verb,DO,simulation: 11
12,32,DO,different verb,PO,simulation: 11
35,11,DO,different verb,PO,simulation: 11
3,11,DO,different verb,DO,simulation: 11
5,13,DO,different verb,DO,simulation: 11
12,17,DO,different verb,PO,simulation: 11
19,17,PO,same verb,PO,simulation: 11
20,8,PO,different verb,DO,simulation: 11
12,20,PO,different verb,PO,simulation: 11
12,9,PO,same verb,DO,simulation: 11
9,7,DO,different verb,PO,simulation: 11
12,15,DO,same verb,DO,simulation: 11
18,22,PO,same verb,DO,simulation: 11
51,30,DO,same verb,PO,simulation: 11
28,6,PO,same verb,PO,simulation: 11
11,23,DO,same verb,DO,simulation: 11
15,9,DO,different verb,DO,simulation: 11
49,23,DO,same verb,DO,simulation: 11
9,26,PO,same verb,PO,simulation: 11
8,17,DO,different verb,DO,simulation: 11
28,1,PO,different verb,PO,simulation: 11
38,26,PO,same verb,DO,simulation: 11
19,7,PO,same verb,PO,simulation: 11
54,20,DO,different verb,DO,simulation: 11
13,12,PO,different verb,DO,simulation: 11
15,27,PO,same verb,DO,simulation: 11
1,6,PO,different verb,DO,simulation: 11
52,20,DO,different verb,PO,simulation: 11
27,28,PO,different verb,PO,simulation: 11
41,26,PO,same verb,DO,simulation: 11
3,27,DO,different verb,DO,simulation: 11
36,4,PO,same verb,PO,simulation: 11
20,12,DO,different verb,DO,simulation: 11
11,27,DO,different verb,DO,simulation: 11
2,14,PO,different verb,PO,simulation: 11
32,30,DO,same verb,PO,simulation: 11
31,1,DO,different verb,DO,simulation: 11
48,20,DO,different verb,DO,simulation: 11
10,16,DO,same verb,PO,simulation: 11
23,19,DO,different verb,PO,simulation: 11
18,15,PO,same verb,DO,simulation: 11
32,27,DO,different verb,DO,simulation: 11
35,13,PO,different verb,PO,simulation: 11
16,29,PO,different verb,DO,simulation: 11
45,24,PO,different verb,PO,simulation: 11
10,1,DO,same verb,PO,simulation: 11
44,6,PO,same verb,PO,simulation: 11
44,24,DO,different verb,PO,simulation: 11
16,24,DO,same verb,DO,simulation: 11
43,9,DO,same verb,PO,simulation: 11
3,3,PO,same verb,DO,simulation: 11
14,1,DO,same verb,DO,simulation: 11
20,27,DO,different verb,DO,simulation: 11
32,1,PO,different verb,DO,simulation: 11
15,8,DO,same verb,DO,simulation: 11
41,32,DO,different verb,DO,simulation: 11
30,19,PO,same verb,PO,simulation: 11
53,25,DO,same verb,DO,simulation: 11
44,3,PO,different verb,DO,simulation: 11
24,30,PO,same verb,DO,simulation: 11
39,28,PO,different verb,PO,simulation: 11
49,20,DO,different verb,PO,simulation: 11
23,28,DO,different verb,PO,simulation: 11
12,2,PO,same verb,PO,simulation: 11
33,29,PO,same verb,DO,simulation: 11
30,18,DO,different verb,DO,simulation: 11
10,28,DO,different verb,PO,simulation: 11
16,11,DO,different verb,DO,simulation: 11
7,3,PO,same verb,DO,simulation: 11
49,3,PO,same verb,DO,simulation: 11
16,27,DO,same verb,DO,simulation: 11
51,16,DO,same verb,PO,simulation: 11
44,26,DO,same verb,PO,simulation: 11
14,13,PO,different verb,PO,simulation: 11
17,6,DO,different verb,DO,simulation: 11
37,21,PO,different verb,PO,simulation: 11
25,24,DO,different verb,PO,simulation: 11
48,4,DO,same verb,PO,simulation: 11
6,5,PO,same verb,PO,simulation: 11
14,14,DO,different verb,PO,simulation: 11
47,29,DO,different verb,DO,simulation: 11
39,20,PO,different verb,DO,simulation: 11
31,28,PO,same verb,DO,simulation: 11
53,5,PO,same verb,DO,simulation: 11
13,32,DO,same verb,PO,simulation: 11
49,21,DO,same verb,PO,simulation: 11
50,2,DO,same verb,DO,simulation: 11
15,26,DO,same verb,DO,simulation: 11
45,3,DO,different verb,PO,simulation: 11
28,24,PO,same verb,PO,simulation: 11
54,11,DO,same verb,PO,simulation: 11
38,5,DO,same verb,DO,simulation: 11
35,10,DO,same verb,PO,simulation: 11
34,22,PO,same verb,PO,simulation: 11
42,29,DO,different verb,PO,simulation: 11
26,29,DO,same verb,PO,simulation: 11
42,25,DO,same verb,DO,simulation: 11
35,14,DO,different verb,PO,simulation: 11
9,22,DO,different verb,PO,simulation: 11
38,25,DO,different verb,DO,simulation: 11
51,23,PO,same verb,PO,simulation: 11
8,32,DO,same verb,DO,simulation: 11
17,22,PO,different verb,PO,simulation: 11
39,12,PO,different verb,DO,simulation: 11
14,10,DO,different verb,PO,simulation: 11
44,9,DO,different verb,PO,simulation: 11
9,10,PO,different verb,PO,simulation: 11
25,15,PO,different verb,PO,simulation: 11
25,6,DO,same verb,PO,simulation: 11
20,3,DO,same verb,DO,simulation: 11
8,30,DO,different verb,DO,simulation: 11
20,1,DO,same verb,DO,simulation: 11
34,21,PO,different verb,PO,simulation: 11
42,3,DO,same verb,DO,simulation: 11
49,6,PO,different verb,PO,simulation: 11
36,13,PO,same verb,DO,simulation: 11
52,18,DO,same verb,PO,simulation: 11
32,28,DO,same verb,DO,simulation: 11
37,31,PO,same verb,DO,simulation: 11
40,15,DO,different verb,DO,simulation: 11
48,6,PO,same verb,PO,simulation: 11
17,25,DO,different verb,DO,simulation: 11
28,18,DO,different verb,DO,simulation: 11
53,2,DO,same verb,PO,simulation: 11
32,22,PO,different verb,PO,simulation: 11
33,9,DO,same verb,DO,simulation: 11
50,5,PO,same verb,DO,simulation: 11
18,20,PO,different verb,DO,simulation: 11
14,6,DO,different verb,DO,simulation: 11
22,7,DO,different verb,PO,simulation: 11
43,27,DO,different verb,DO,simulation: 11
30,32,DO,same verb,PO,simulation: 11
7,8,DO,different verb,PO,simulation: 11
46,24,DO,different verb,PO,simulation: 11
53,22,PO,different verb,PO,simulation: 11
9,23,DO,same verb,DO,simulation: 11
47,16,DO,different verb,PO,simulation: 11
19,25,DO,same verb,DO,simulation: 11
15,5,DO,different verb,DO,simulation: 11
54,5,PO,same verb,DO,simulation: 11
11,20,DO,same verb,DO,simulation: 11
33,11,PO,different verb,DO,simulation: 11
29,13,DO,different verb,PO,simulation: 11
31,25,DO,different verb,DO,simulation: 11
34,3,PO,different verb,DO,simulation: 11
35,16,PO,different verb,PO,simulation: 11
10,20,PO,same verb,PO,simulation: 11
36,16,PO,same verb,DO,simulation: 11
9,25,DO,different verb,PO,simulation: 11
22,9,PO,same verb,DO,simulation: 11
16,14,DO,same verb,DO,simulation: 11
26,19,DO,same verb,PO,simulation: 11
25,13,PO,same verb,PO,simulation: 11
18,24,DO,different verb,DO,simulation: 11
42,6,PO,same verb,PO,simulation: 11
4,11,PO,same verb,DO,simulation: 11
3,18,DO,different verb,PO,simulation: 11
6,21,PO,different verb,DO,simulation: 11
12,27,DO,same verb,DO,simulation: 11
34,17,PO,different verb,PO,simulation: 11
33,3,DO,same verb,DO,simulation: 11
5,31,DO,different verb,DO,simulation: 11
40,23,DO,different verb,DO,simulation: 11
4,28,PO,different verb,PO,simulation: 11
12,13,DO,same verb,PO,simulation: 11
50,14,DO,same verb,DO,simulation: 11
23,18,PO,different verb,PO,simulation: 11
9,32,PO,same verb,PO,simulation: 11
1,19,PO,different verb,PO,simulation: 11
35,17,PO,different verb,PO,simulation: 11
13,13,DO,different verb,DO,simulation: 11
5,22,DO,different verb,DO,simulation: 11
21,2,PO,same verb,PO,simulation: 11
49,2,PO,different verb,DO,simulation: 11
19,8,DO,same verb,DO,simulation: 11
4,5,PO,same verb,DO,simulation: 11
44,10,DO,same verb,PO,simulation: 11
52,12,PO,same verb,PO,simulation: 11
17,2,DO,same verb,PO,simulation: 11
30,31,PO,same verb,PO,simulation: 11
22,21,PO,different verb,PO,simulation: 11
43,8,DO,different verb,DO,simulation: 11
4,22,DO,same verb,DO,simulation: 11
13,1,DO,same verb,DO,simulation: 11
36,30,PO,same verb,PO,simulation: 11
54,23,DO,same verb,DO,simulation: 11
36,17,PO,same verb,PO,simulation: 11
30,26,PO,same verb,DO,simulation: 11
12,23,DO,different verb,DO,simulation: 11
18,28,DO,different verb,PO,simulation: 11
14,2,PO,different verb,PO,simulation: 11
1,14,PO,same verb,DO,simulation: 11
16,18,PO,different verb,PO,simulation: 11
46,20,PO,same verb,PO,simulation: 11
47,6,DO,same verb,DO,simulation: 11
6,16,DO,different verb,PO,simulation: 11
34,8,DO,different verb,PO,simulation: 11
50,11,DO,same verb,DO,simulation: 11
1,4,DO,same verb,DO,simulation: 11
9,3,DO,same verb,DO,simulation: 11
11,4,DO,different verb,PO,simulation: 11
54,21,PO,same verb,DO,simulation: 11
50,16,DO,same verb,DO,simulation: 11
49,14,DO,different verb,PO,simulation: 11
48,11,DO,different verb,DO,simulation: 11
2,24,DO,same verb,DO,simulation: 11
39,24,DO,same verb,DO,simulation: 11
16,10,DO,same verb,DO,simulation: 11
49,32,PO,different verb,PO,simulation: 11
36,15,PO,same verb,DO,simulation: 11
16,13,DO,different verb,DO,simulation: 11
2,17,PO,different verb,PO,simulation: 11
54,30,PO,different verb,PO,simulation: 11
10,24,DO,same verb,PO,simulation: 11
39,7,DO,different verb,DO,simulation: 11
32,9,DO,different verb,DO,simulation: 11
10,6,DO,same verb,DO,simulation: 11
35,2,DO,same verb,PO,simulation: 11
52,32,PO,different verb,PO,simulation: 11
44,12,DO,different verb,DO,simulation: 11
14,30,DO,same verb,PO,simulation: 11
42,5,PO,same verb,PO,simulation: 11
52,31,DO,same verb,DO,simulation: 11
20,2,PO,different verb,PO,simulation: 11
14,15,PO,same verb,DO,simulation: 11
40,14,DO,same verb,DO,simulation: 11
44,1,PO,same verb,PO,simulation: 11
29,30,DO,different verb,PO,simulation: 11
14,5,DO,different verb,DO,simulation: 11
6,30,PO,different verb,DO,simulation: 11
16,21,DO,different verb,DO,simulation: 11
34,15,PO,same verb,PO,simulation: 11
26,4,PO,same verb,PO,simulation: 11
27,24,DO,same verb,PO,simulation: 11
